objectid,filename,title,creator,date,date is approx?,description,series number,box number ,folder number,subject,location,latitude,longitude,type,format,language,rights,rightsstatement,identifier,display_template,object_location,image_small,image_thumb,image_alt_text,object_transcript
dubois208,carl_lautenschlaeger_charges.pdf,Carl Lautenschlaeger's Charges,Holocaust Education and Resource Center,,,Packet of the charges on Carl Lautenschlaeger. This packet has two staples on the sides.,2,2-6,233,Charges; Carl; Lautenschlaeger; Packet,,,,,application/pdf,,,,carl_lautenschlaeger_charges,image,/objects/carl_lautenschlaeger_charges.pdf,/objects/small/carl_lautenschlaeger_charges_sm.jpg,/objects/thumbs/carl_lautenschlaeger_charges_th.jpg,,
dubois209,walter_duerrfeld_charges.pdf,Walter Duerrfeld's Charges,Holocaust Education and Resource Center,,,Packet of the charges on Walter Duerrfeld. This packet is held together with two staples on the side.,2,2-6,233,Charges; Walter; Duerrfeld; Packet,,,,,application/pdf,,,,walter_duerrfeld_charges,image,/objects/walter_duerrfeld_charges.pdf,/objects/small/walter_duerrfeld_charges_sm.jpg,/objects/thumbs/walter_duerrfeld_charges_th.jpg,,
dubois210,hermann_schmitz_charges.pdf,Hermann Schmitz's Charges,Holocaust Education and Resource Center,,,Packet of the charges on Hermann Schmitz.,2,2-6,234,Charges; Schmitz; Packet ,,,,,application/pdf,,,,hermann_schmitz_charges,image,/objects/hermann_schmitz_charges.pdf,/objects/small/hermann_schmitz_charges_sm.jpg,/objects/thumbs/hermann_schmitz_charges_th.jpg,,
dubois211,fritz_gajewski_charges.pdf,Fritz Gajewski's Charges,Holocaust Education and Resource Center,,,Packet of the charges on Frtiz Gajewski.,2,2-6,234,Charges; Fritz; Gajewski; Packet,,,,,application/pdf,,,,fritz_gajewski_charges,image,/objects/fritz_gajewski_charges.pdf,/objects/small/fritz_gajewski_charges_sm.jpg,/objects/thumbs/fritz_gajewski_charges_th.jpg,,
dubois212,friedrich_hermmann_charges.pdf,Friedrich Hermann's Charges,Holocaust Education and Resource Center,,,Packet of the charges on Fritz (Friedrich Herman) ter Meer's charges.,2,2-6,234,Charges; Fritz; Gajewski; Packet,,,,,application/pdf,,,,friedrich_hermmann_charges,image,/objects/friedrich_hermmann_charges.pdf,/objects/small/friedrich_hermmann_charges_sm.jpg,/objects/thumbs/friedrich_hermmann_charges_th.jpg,,
dubois213,insert_a_defendants.pdf,"Insert ""A"" Defendant Classifiations",Holocaust Education and Resource Center,,,"A packet of defendants, their offices held, and charges. It is held together with a paperclip. There are three copies of this packet",2,2-6,235,Defendants; Charges; Packet; Copies,,,,,application/pdf,,,,insert_a_defendants,image,/objects/insert_a_defendants.pdf,/objects/small/insert_a_defendants_sm.jpg,/objects/thumbs/insert_a_defendants_th.jpg,,
dubois214,farben_case_one.pdf,Personalities related to the I.G. Farben Case ,Holocaust Education and Resource Center,,,"The final page of a packet about the related individuals and personalities to the I.G. Farben case. this is the end of the packet, it is seperated from the rest of the packet.",2,2-6,236,Individuals; Personalities; I.G. Farben Case; Packet; Final Page,,,,,application/pdf,,,,farben_case_one,image,/objects/farben_case_one.pdf,/objects/small/farben_case_one_sm.jpg,/objects/thumbs/farben_case_one_th.jpg,,
dubois215,farben_case_two.pdf,Personalities related to the I.G. Farben Case Packet,Holocaust Education and Resource Center,,,A majority of the packet about the individuals and personalities related to the I.G. Farben case. It is held together with a staple and a paperclip.,2,2-6,236,Individuals; Personalities; I.G. Farben Case; Packet,,,,,application/pdf,,,,farben_case_two,image,/objects/farben_case_two.pdf,/objects/small/farben_case_two_sm.jpg,/objects/thumbs/farben_case_two_th.jpg,,
dubois216,farben_case_three.pdf,Personalities related to the I.G. Farben Case Final Page,Holocaust Education and Resource Center,,,A page of the packet on the individuals related to the I.G. Farben case. This page is seperated from the rest of the packet.,2,2-6,236,Individuals; I.G. Farben Case; Packet; Page,,,,,application/pdf,,,,farben_case_three,image,/objects/farben_case_three.pdf,/objects/small/farben_case_three_sm.jpg,/objects/thumbs/farben_case_three_th.jpg,,
dubois217,px_card_memo.pdf,Memo from DuBois about Betty Keane's Ration Card in Germany,Holocaust Education and Resource Center,,,A memo from Josiah DuBois about a rations card for Betty Keane during her time in Germany.,2,2-6,237,Memo; DuBois; Rations; Card; Keane; Germany,,,,,application/pdf,,,,px_card_memo,image,/objects/px_card_memo.pdf,/objects/small/px_card_memo_sm.jpg,/objects/thumbs/px_card_memo_th.jpg,,
dubois218,june_note.pdf,Handwritten Note from DuBois Dated June 2,Holocaust Education and Resource Center,June 2,Yes,A handwritten note from Josiah DuBois,2,2-6,237,Handwritten; Note; DuBois,,,,,application/pdf,,,,june_note,image,/objects/june_note.pdf,/objects/small/june_note_sm.jpg,/objects/thumbs/june_note_th.jpg,,
dubois219,strength_report.pdf,Strength Report for the Farben Trial Team,Holocaust Education and Resource Center,1947-7-2,No,"List of people working on the Farben Trial team, their position, and rating.",2,2-6,237,List; Farben; Trial; Team; People; Positions; Ratings,,,,,application/pdf,,,,strength_report,image,/objects/strength_report.pdf,/objects/small/strength_report_sm.jpg,/objects/thumbs/strength_report_th.jpg,,
dubois220,ee_minskoff_recommendation.pdf,Recommendation Memo for E.E. Minskoff to Join the Farben Trial Team,Holocaust Education and Resource Center,,,"Memo suggesting E.E. Minskoff to join Farben Trial Team, with points of his skills for cross-examination for the defense. Signed by Josiah DuBois.",2,2-6,237,Memo; Minskoff; Farben; Trial; Team; Cross-Examination; Defense,,,,,application/pdf,,,,ee_minskoff_recommendation,image,/objects/ee_minskoff_recommendation.pdf,/objects/small/ee_minskoff_recommendation_sm.jpg,/objects/thumbs/ee_minskoff_recommendation_th.jpg,,
dubois221,wagner_recommendation.pdf,Recommendation Letter for Hans Wagner to Assist the Farben Trial Team,Holocaust Education and Resource Center,1947-6-16,No,Letter suggesting Dr Hans Wagner obtain work in the Nurnberg area so the Farben Trial Team can consult him for information on Farben and his associates. We well as Dr Wagner being a possible witness during the trial.,2,2-6,237,Letter; Wagner; Hans; Nurnberg; Farben Trial Team; Witness,,,,,application/pdf,,,,wagner_recommendation,image,/objects/wagner_recommendation.pdf,/objects/small/wagner_recommendation_sm.jpg,/objects/thumbs/wagner_recommendation_th.jpg,,
dubois222,list_of_duties.pdf,List of Duties for the Farben Trial,Holocaust Education and Resource Center,1946-12-6,No,List of duties for the Farben Trial. This document is very faded and hard to read.,2,2-6,237,List; Duties; Farben; Trial; Faded; Document,,,,,application/pdf,,,,list_of_duties,image,/objects/list_of_duties.pdf,/objects/small/list_of_duties_sm.jpg,/objects/thumbs/list_of_duties_th.jpg,,
dubois225,betty_keane_federal_employment.pdf,Federal Employment Form for Betty Keane,Holocaust Education and Resource Center,,,Federal employment form for Betty Keane.,2,2-6,237,Federal; Employment; Keane,,,,,application/pdf,,,,betty_keane_federal_employment,image,/objects/betty_keane_federal_employment.pdf,/objects/small/betty_keane_federal_employment_sm.jpg,/objects/thumbs/betty_keane_federal_employment_th.jpg,,
dubois226,ok_memo.pdf,Short Memo to DuBois with Attached Letter,Holocaust Education and Resource Center,,,Short memo to Josiah. This memo has a letter stapled onto the back.,2,2-6,237,Memo; Josiah; Letter,,,,,application/pdf,,,,ok_memo,image,/objects/ok_memo.pdf,/objects/small/ok_memo_sm.jpg,/objects/thumbs/ok_memo_th.jpg,,
dubois228,personnel_assignments_memo.pdf,Memo on Personnel Assignments for the Farben Trial,Holocaust Education and Resource Center,1947-4-14,No,"Memo on the trial assignments of Hubert Meurer, Loretta Guenthner, Herbert W. Steinitz, Alfred Elbau, and Mary Kaufman.",2,2-6,237,Personnel; Trial Assignments; Hubert Meurer; Loretta Guenthner; Herbert W. Steinitz; Alfred Elbau; Mary Kaufman,,,,,application/pdf,,,,personnel_assignments_memo,image,/objects/personnel_assignments_memo.pdf,/objects/small/personnel_assignments_memo_sm.jpg,/objects/thumbs/personnel_assignments_memo_th.jpg,,
dubois229,ee_minskoff_tasks.pdf,Memo on E.E. Minskoff’s Tasks for the I.G. Farben Trial,Holocaust Education and Resource Center,,,Memo on E.E. Minskoff's tasks and responsibilities during his time in the I.G. Farben trial.,2,2-6,237,Memo; Minskoff; Tasks; Responsibilities; I.G. Farben Trial,,,,,application/pdf,,,,ee_minskoff_tasks,image,/objects/ee_minskoff_tasks.pdf,/objects/small/ee_minskoff_tasks_sm.jpg,/objects/thumbs/ee_minskoff_tasks_th.jpg,,
dubois231,mann_arival.pdf,Memo to DuBois about Mann’s Arrival in Nurnberg,Holocaust Education and Resource Center,1947-3-15,No,Memo to DuBois on James H. Mann's arrival to Nurnberg in March.,2,2-6,237,Memo; Mann; Arrival; Nurnberg,,,,,application/pdf,,,,mann_arival,image,/objects/mann_arival.pdf,/objects/small/mann_arival_sm.jpg,/objects/thumbs/mann_arival_th.jpg,,
dubois232,miss_pick_resignation.pdf,Memo on Pick’s Resignation and Recommendation Request,Holocaust Education and Resource Center,1947-5-20,No,Memo on Miss Pick's resignation and request for letter of recommendation,2,2-6,237,Memo; Pick; Resignation; Recommendation,,,,,application/pdf,,,,miss_pick_resignation,image,/objects/miss_pick_resignation.pdf,/objects/small/miss_pick_resignation_sm.jpg,/objects/thumbs/miss_pick_resignation_th.jpg,,
dubois233,dr_ungar_assignment.pdf,Memo on Ungar’s Assignment to the Farben Trial,Holocaust Education and Resource Center,1947-5-23,No,"This memo is on the assignment of Dr Ungar, as well as discussing other members of the Farben trial and their current tasks.",2,2-6,237,Memo; Ungar; Assignment; Farben Trial; Current Tasks,,,,,application/pdf,,,,dr_ungar_assignment,image,/objects/dr_ungar_assignment.pdf,/objects/small/dr_ungar_assignment_sm.jpg,/objects/thumbs/dr_ungar_assignment_th.jpg,,
dubois234,promotion_memo.pdf,Promotion Notice for Mery-Turley,Holocaust Education and Resource Center,1947-5-26,No,"This notice is on the promotion of Mery-Turley from Clerk-Stenographer to Secretary, effective June 1st, 1947.",2,2-6,237,Notice; Promotion; Mery-Turley; Clerk-Stenographer; Secretary,,,,,application/pdf,,,,promotion_memo,image,/objects/promotion_memo.pdf,/objects/small/promotion_memo_sm.jpg,/objects/thumbs/promotion_memo_th.jpg,,
dubois235,resignation_memo.pdf,Memo on Zeck's Resignation from CCCWC,Holocaust Education and Resource Center,1947-4-30,No,This memo is on the resgination of William A. Zeck from CCCWC.,2,2-6,237,Memo; Resignation; Zeck; CCCWC,,,,,application/pdf,,,,resignation_memo,image,/objects/resignation_memo.pdf,/objects/small/resignation_memo_sm.jpg,/objects/thumbs/resignation_memo_th.jpg,,
dubois236,farben_team_report.pdf,Report Listing Farben Trial Team Members and Positions,Holocaust Education and Resource Center,1947-6-3,No,List of everyone working on the Farben Trial and the position they hold.,2,2-6,237,List; Farben Trial Team; Workers; Positions,,,,,application/pdf,,,,farben_team_report,image,/objects/farben_team_report.pdf,/objects/small/farben_team_report_sm.jpg,/objects/thumbs/farben_team_report_th.jpg,,
dubois237,war_crimes_screening.pdf,Memo on Hiring Individuals for War Crimes Screening,Holocaust Education and Resource Center,1947-6-7,No,Memo for 5 individuals to be hired by the United States for War Crimes Screening.,2,2-6,237,Memo; War Crimes Screening; Hiring; United States,,,,,application/pdf,,,,war_crimes_screening,image,/objects/war_crimes_screening.pdf,/objects/small/war_crimes_screening_sm.jpg,/objects/thumbs/war_crimes_screening_th.jpg,,
dubois238,positions_report.pdf,Positions Report for the I.G. Farben Trial Team,Holocaust Education and Resource Center,1947-7-31,No,List of workers for the IG Farben trial team and their positions. These documents are folded together.,2,2-6,237,List; IG Farben Trial Team; Workers; Positions; ,,,,,application/pdf,,,,positions_report,image,/objects/positions_report.pdf,/objects/small/positions_report_sm.jpg,/objects/thumbs/positions_report_th.jpg,,
dubois240,memorandumforgeneralclay.pdf,"Memorandum to General Clay, no signatures",Holocaust Education and Resource Center,1945-7-28,No,"This memorandum to General Clay is missing the misgnatures of Edwin W. Pauley, William L. Clayton and John J. McCloy. First page of 4.",1_2_2,1-11,86,Memorandum; Clay; Missing Signatures; Pauley; Clayton; McCloy; Page 1 of 4,,,,,application/pdf,,,,memorandumforgeneralclay,image,/objects/memorandumforgeneralclay.pdf,/objects/small/memorandumforgeneralclay_sm.jpg,/objects/thumbs/memorandumforgeneralclay_th.jpg,,
dubois241,memorandumforgenralclaypt2.pdf,"Memorandum for General Clay, no signature",Holocaust Education and Resource Center,1945-7-28,No,This is a memorandum for General Clay and there is a blank signature from the President of the United States,1_2_2,1-11,86,Memorandum; Clay; President; Blank Signature,,,,,application/pdf,,,,memorandumforgenralclaypt2,image,/objects/memorandumforgenralclaypt2.pdf,/objects/small/memorandumforgenralclaypt2_sm.jpg,/objects/thumbs/memorandumforgenralclaypt2_th.jpg,,
dubois242,text_of_proposed_declaration_by_the_big_three.pdf,Text of the Proposed Declaration by the Big Three ,Holocaust Education and Resource Center,,,"This is the text of the Proposed Declaration by the Big Three which would be the United States, United Kingdom and the Soviet Union. There is no date or signature on this document. ",1_2_2,1-11,86,Text; Proposed Declaration; United States; United Kingdom; Soviet Union,,,,,application/pdf,,,,text_of_proposed_declaration_by_the_big_three,image,/objects/text_of_proposed_declaration_by_the_big_three.pdf,/objects/small/text_of_proposed_declaration_by_the_big_three_sm.jpg,/objects/thumbs/text_of_proposed_declaration_by_the_big_three_th.jpg,,
dubois243,memorandum_on_german_foreign_assets_one.pdf,Memorandum On German Foreign Assets,Holocaust Education and Resource Center,,,This memorandum talks about German Foreign assets. It specifically discusses into which categories the assets fall under. There is no date or signature on this document and this is page 1 of 2. ,1_2_2,1-11,86,Memorandum; German Foreign Assets; Categories; Page 1 of 2,,,,,application/pdf,,,,memorandum_on_german_foreign_assets_one,image,/objects/memorandum_on_german_foreign_assets_one.pdf,/objects/small/memorandum_on_german_foreign_assets_one_sm.jpg,/objects/thumbs/memorandum_on_german_foreign_assets_one_th.jpg,,
dubois244,memorandum_on_german_foreign_assets_two.pdf,Memorandum On German Foreign Assets,Holocaust Education and Resource Center,,,This document is the second page to the previous one. There is no signature or date on this one as well. ,1_2_2,1-11,86,German Foreign Assets; Page 2; No Signature; No Date,,,,,application/pdf,,,,memorandum_on_german_foreign_assets_two,image,/objects/memorandum_on_german_foreign_assets_two.pdf,/objects/small/memorandum_on_german_foreign_assets_two_sm.jpg,/objects/thumbs/memorandum_on_german_foreign_assets_two_th.jpg,,
dubois245,text_of_proposed_declaration_by_the_big_three.two.pdf,German External Assets,Holocaust Education and Resource Center,,,"This document is the continuation of ""Text of the Proposed Declaration by the Big Three."" There is no date or signature on this document either. ",1_2_2,1-11,86,Text; Proposed Declaration; Big Three; Continuation,,,,,application/pdf,,,,text_of_proposed_declaration_by_the_big_three.two,image,/objects/text_of_proposed_declaration_by_the_big_three.two.pdf,/objects/small/text_of_proposed_declaration_by_the_big_three_two_sm.jpg,/objects/thumbs/text_of_proposed_declaration_by_the_big_three_two_th.jpg,,
dubois246,vesting_marshalling_of_german_external_property.pdf,Vesting and Marshalling of German External Property Preamble,Holocaust Education and Resource Center,,,This document talks about how essential it is to assume control over all German assets and there are aticles discussing different factors. This is page 1 of 4 and there is no date.,1_2_2,1-11,86,German External Property; Assets; Control; Articles; Page 1 of 4,,,,,application/pdf,,,,vesting_marshalling_of_german_external_property,image,/objects/vesting_marshalling_of_german_external_property.pdf,/objects/small/vesting_marshalling_of_german_external_property_sm.jpg,/objects/thumbs/vesting_marshalling_of_german_external_property_th.jpg,,
dubois247,u.s_proposal_on_reparations_and_related_matters.pdf,U.S Proposal on Reparations and Related Matters,Holocaust Education and Resource Center,,,"This proposal is an agreement between the United Kingdom, the United States and the Union of Soviet Socialist Republics as to what Germany should pay the Allied countries. No date or signature. Page 1 of 4.",1_2_2,1-11,86,Proposal; Reparations; United Kingdom; United States; Soviet Union; Germany; Page 1 of 4,,,,,application/pdf,,,,u.s_proposal_on_reparations_and_related_matters,image,/objects/u.s_proposal_on_reparations_and_related_matters.pdf,/objects/small/us_proposal_on_reparations_and_related_matters_sm.jpg,/objects/thumbs/us_proposal_on_reparations_and_related_matters_th.jpg,,
